Num,X,Y,Z,timestamp(timeIntervalSince1970)
1,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.264978
2,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.2649965
3,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.2650065
4,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.2650156
5,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.265024
6,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.265033
7,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.265041
8,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.265049
9,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.265751
10,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.2665334
11,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.266625
12,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.266683
13,-0.11271057277917862,-0.12328624725341797,0.05110206454992294,1653836666.266853
14,-0.10755202919244766,-0.06660219607874751,0.048109205439686775,1653836666.267345
15,-0.1023934856057167,-0.009918144904077053,0.04511634632945061,1653836666.2693264
16,-0.1023934856057167,-0.009918144904077053,0.04511634632945061,1653836666.270986
17,-0.1023934856057167,-0.009918144904077053,0.04511634632945061,1653836666.271866
18,-0.1023934856057167,-0.009918144904077053,0.04511634632945061,1653836666.2746844
19,-0.1023934856057167,-0.009918144904077053,0.04511634632945061,1653836666.2766786
20,-0.1023934856057167,-0.009918144904077053,0.04511634632945061,1653836666.276686
21,-0.1023934856057167,-0.009918144904077053,0.04511634632945061,1653836666.276704
22,-0.1023934856057167,-0.009918144904077053,0.04511634632945061,1653836666.2768395
23,-0.09583038836717606,0.03171931253746152,0.05203097686171532,1653836666.2773964
24,-0.0892672911286354,0.07335676997900009,0.058945607393980026,1653836666.279408
25,-0.0892672911286354,0.07335676997900009,0.058945607393980026,1653836666.2810054
26,-0.0892672911286354,0.07335676997900009,0.058945607393980026,1653836666.281952
27,-0.0892672911286354,0.07335676997900009,0.058945607393980026,1653836666.284801
28,-0.0892672911286354,0.07335676997900009,0.058945607393980026,1653836666.286734
29,-0.0892672911286354,0.07335676997900009,0.058945607393980026,1653836666.2867455
30,-0.0892672911286354,0.07335676997900009,0.058945607393980026,1653836666.286753
31,-0.0892672911286354,0.07335676997900009,0.058945607393980026,1653836666.2868571
32,-0.07578597217798233,0.10175498947501183,0.06909238360822201,1653836666.287376
33,-0.062304653227329254,0.13015320897102356,0.07923915982246399,1653836666.289363
34,-0.062304653227329254,0.13015320897102356,0.07923915982246399,1653836666.2909703
35,-0.062304653227329254,0.13015320897102356,0.07923915982246399,1653836666.291827
36,-0.062304653227329254,0.13015320897102356,0.07923915982246399,1653836666.2947044
37,-0.062304653227329254,0.13015320897102356,0.07923915982246399,1653836666.296774
38,-0.062304653227329254,0.13015320897102356,0.07923915982246399,1653836666.2967935
39,-0.062304653227329254,0.13015320897102356,0.07923915982246399,1653836666.2968094
40,-0.062304653227329254,0.13015320897102356,0.07923915982246399,1653836666.2968855
41,-0.032798027037642896,0.15399808436632156,0.0865589939057827,1653836666.2973871
42,-0.003291400847956538,0.17784295976161957,0.09387882798910141,1653836666.299364
43,-0.003291400847956538,0.17784295976161957,0.09387882798910141,1653836666.300953
44,-0.003291400847956538,0.17784295976161957,0.09387882798910141,1653836666.3021314
45,-0.003291400847956538,0.17784295976161957,0.09387882798910141,1653836666.305007
46,-0.003291400847956538,0.17784295976161957,0.09387882798910141,1653836666.306761
47,-0.003291400847956538,0.17784295976161957,0.09387882798910141,1653836666.306781
48,-0.003291400847956538,0.17784295976161957,0.09387882798910141,1653836666.306792
49,-0.003291400847956538,0.17784295976161957,0.09387882798910141,1653836666.3068771
50,0.02834535448346287,0.17295539379119873,0.0959869846701622,1653836666.3074188
51,0.05998210981488228,0.1680678278207779,0.09809514135122299,1653836666.309421
52,0.05998210981488228,0.1680678278207779,0.09809514135122299,1653836666.3109832
53,0.05998210981488228,0.1680678278207779,0.09809514135122299,1653836666.3119416
54,0.05998210981488228,0.1680678278207779,0.09809514135122299,1653836666.3147876
55,0.05998210981488228,0.1680678278207779,0.09809514135122299,1653836666.3167121
56,0.05998210981488228,0.1680678278207779,0.09809514135122299,1653836666.3168802
57,0.05998210981488228,0.1680678278207779,0.09809514135122299,1653836666.317564
58,0.05998210981488228,0.1680678278207779,0.09809514135122299,1653836666.3181086
59,0.05998210981488228,0.1680678278207779,0.09809514135122299,1653836666.3181264
60,0.08471368812024593,0.14308112114667892,0.08804263919591904,1653836666.319539
61,0.10944526642560959,0.11809441447257996,0.07799013704061508,1653836666.320975
62,0.10944526642560959,0.11809441447257996,0.07799013704061508,1653836666.3219075
63,0.10944526642560959,0.11809441447257996,0.07799013704061508,1653836666.3247466
64,0.10944526642560959,0.11809441447257996,0.07799013704061508,1653836666.3266895
65,0.10944526642560959,0.11809441447257996,0.07799013704061508,1653836666.326706
66,0.10944526642560959,0.11809441447257996,0.07799013704061508,1653836666.3267295
67,0.10944526642560959,0.11809441447257996,0.07799013704061508,1653836666.3268514
68,0.1335436813533306,0.08823891542851925,0.07329405471682549,1653836666.327402
69,0.15764209628105164,0.05838341638445854,0.06859797239303589,1653836666.3293905
70,0.15764209628105164,0.05838341638445854,0.06859797239303589,1653836666.330961
71,0.15764209628105164,0.05838341638445854,0.06859797239303589,1653836666.331899
72,0.15764209628105164,0.05838341638445854,0.06859797239303589,1653836666.3347344
73,0.15764209628105164,0.05838341638445854,0.06859797239303589,1653836666.3366644
74,0.15764209628105164,0.05838341638445854,0.06859797239303589,1653836666.3366745
75,0.15764209628105164,0.05838341638445854,0.06859797239303589,1653836666.3366926
76,0.15764209628105164,0.05838341638445854,0.06859797239303589,1653836666.3368506
77,0.16435232758522034,0.02764374576508999,0.06613654270768166,1653836666.3373935
78,0.17106255888938904,-0.0030959248542785645,0.06367511302232742,1653836666.3393364
79,0.17106255888938904,-0.0030959248542785645,0.06367511302232742,1653836666.3409386
80,0.17106255888938904,-0.0030959248542785645,0.06367511302232742,1653836666.341937
81,0.17106255888938904,-0.0030959248542785645,0.06367511302232742,1653836666.3447754
82,0.17106255888938904,-0.0030959248542785645,0.06367511302232742,1653836666.3466816
83,0.17106255888938904,-0.0030959248542785645,0.06367511302232742,1653836666.3466935
84,0.17106255888938904,-0.0030959248542785645,0.06367511302232742,1653836666.3467116
85,0.17106255888938904,-0.0030959248542785645,0.06367511302232742,1653836666.3468456
86,0.16222365945577621,-0.021253889426589012,0.06355713680386543,1653836666.3473935
87,0.1533847600221634,-0.03941185399889946,0.06343916058540344,1653836666.3493571
88,0.1533847600221634,-0.03941185399889946,0.06343916058540344,1653836666.3509436
89,0.1533847600221634,-0.03941185399889946,0.06343916058540344,1653836666.351928
90,0.1533847600221634,-0.03941185399889946,0.06343916058540344,1653836666.354783
91,0.1533847600221634,-0.03941185399889946,0.06343916058540344,1653836666.3567162
92,0.1533847600221634,-0.03941185399889946,0.06343916058540344,1653836666.356734
93,0.1533847600221634,-0.03941185399889946,0.06343916058540344,1653836666.356747
94,0.1533847600221634,-0.03941185399889946,0.06343916058540344,1653836666.356864
95,0.14492230117321014,-0.04960843175649643,0.06511242315173149,1653836666.357435
96,0.1364598423242569,-0.0598050095140934,0.06678568571805954,1653836666.3594024
97,0.1364598423242569,-0.0598050095140934,0.06678568571805954,1653836666.3609576
98,0.1364598423242569,-0.0598050095140934,0.06678568571805954,1653836666.3619146
99,0.1364598423242569,-0.0598050095140934,0.06678568571805954,1653836666.3647475
100,0.1364598423242569,-0.0598050095140934,0.06678568571805954,1653836666.3666801
101,0.1364598423242569,-0.0598050095140934,0.06678568571805954,1653836666.366693
102,0.1364598423242569,-0.0598050095140934,0.06678568571805954,1653836666.3667245
103,0.1364598423242569,-0.0598050095140934,0.06678568571805954,1653836666.3668647
104,0.13028357177972794,-0.07140307687222958,0.0651925839483738,1653836666.367397
105,0.12410730123519897,-0.08300114423036575,0.06359948217868805,1653836666.3693814
106,0.12410730123519897,-0.08300114423036575,0.06359948217868805,1653836666.3709884
107,0.12410730123519897,-0.08300114423036575,0.06359948217868805,1653836666.3719244
108,0.12410730123519897,-0.08300114423036575,0.06359948217868805,1653836666.3747466
109,0.12410730123519897,-0.08300114423036575,0.06359948217868805,1653836666.3766825
110,0.12410730123519897,-0.08300114423036575,0.06359948217868805,1653836666.3766959
111,0.12410730123519897,-0.08300114423036575,0.06359948217868805,1653836666.37672
112,0.12410730123519897,-0.08300114423036575,0.06359948217868805,1653836666.376859
113,0.11081719398498535,-0.09851272404193878,0.06636637449264526,1653836666.3774285
114,0.09752708673477173,-0.11402430385351181,0.06913326680660248,1653836666.3793905
115,0.09752708673477173,-0.11402430385351181,0.06913326680660248,1653836666.380952
116,0.09752708673477173,-0.11402430385351181,0.06913326680660248,1653836666.3819115
117,0.09752708673477173,-0.11402430385351181,0.06913326680660248,1653836666.3845735
118,0.09752708673477173,-0.11402430385351181,0.06913326680660248,1653836666.386458
119,0.09752708673477173,-0.11402430385351181,0.06913326680660248,1653836666.3866
120,0.09752708673477173,-0.11402430385351181,0.06913326680660248,1653836666.3866546
121,0.09752708673477173,-0.11402430385351181,0.06913326680660248,1653836666.38685
122,0.08118260279297829,-0.11911121010780334,0.07054407522082329,1653836666.3874276
123,0.06483811885118484,-0.12419811636209488,0.0719548836350441,1653836666.389456
124,0.06483811885118484,-0.12419811636209488,0.0719548836350441,1653836666.3910956
125,0.06483811885118484,-0.12419811636209488,0.0719548836350441,1653836666.391974
126,0.06483811885118484,-0.12419811636209488,0.0719548836350441,1653836666.3947487
127,0.06483811885118484,-0.12419811636209488,0.0719548836350441,1653836666.3966913
128,0.06483811885118484,-0.12419811636209488,0.0719548836350441,1653836666.3967059
129,0.06483811885118484,-0.12419811636209488,0.0719548836350441,1653836666.396718
130,0.06483811885118484,-0.12419811636209488,0.0719548836350441,1653836666.3968525
131,0.0702681690454483,-0.11448583379387856,0.07418221980333328,1653836666.397399
132,0.07569821923971176,-0.10477355122566223,0.07640955597162247,1653836666.3993602
133,0.07569821923971176,-0.10477355122566223,0.07640955597162247,1653836666.4009519
134,0.07569821923971176,-0.10477355122566223,0.07640955597162247,1653836666.401984
135,0.07569821923971176,-0.10477355122566223,0.07640955597162247,1653836666.40482
136,0.07569821923971176,-0.10477355122566223,0.07640955597162247,1653836666.4066815
137,0.07569821923971176,-0.10477355122566223,0.07640955597162247,1653836666.406696
