-3.7773438,29.864471,37.31375,1551681966928564
-3.7773438,29.864471,37.31375,1551681976928564
-3.4916382,29.979744,36.889038,1551681991740856
-3.5837708,29.56532,37.310028,1551682001740856
-3.6791382,29.969501,37.31418,1551682011740856
-3.3895874,30.082836,37.101532,1551682021740856
-3.3825684,30.283623,37.421448,1551682031740856
-3.1934814,29.884567,37.204742,1551682041740856
-3.2868958,30.287773,37.31494,1551682051740856
-3.3893127,29.776348,37.204803,1551682061740856
-3.283905,29.775665,37.62845,1551682071740856
-2.5005493,30.208534,37.628113,1551682081740856
-2.3050232,29.908417,37.730408,1551682091740856
-2.5884705,30.200516,38.158783,1551682101740856
-1.9158936,30.023975,37.62329,1551682111740856
-1.9108582,30.225727,37.83719,1551682121740856
-1.7199707,30.84702,37.41754,1551682131740856
-2.0101318,30.63184,37.629272,1551682141740856
-1.62323,30.340027,37.518494,1551682151740856
-1.908844,30.939583,37.73755,1551682161740856
-2.1141663,30.529709,37.31076,1551682171740856
-2.1147156,30.427868,37.309845,1551682181740856
-1.809021,30.635315,37.94638,1551682191740856
-1.6259766,30.545647,37.308258,1551682201740856
-1.6112366,30.742561,38.052307,1551682211740856
-1.5188599,30.85049,37.73462,1551682221740856
-1.3397217,30.76276,36.88446,1551682231740856
-1.328064,30.756958,37.52066,1551682241740856
-0.9436035,31.079102,37.09726,1551682251740856
-0.93914795,31.179008,37.31024,1551682261740856
-0.54885864,31.498251,37.204956,1551682271740856
-1.3283081,31.063454,37.41736,1551682281740856
-1.2225647,31.471106,37.738617,1551682291740856
-1.6247864,31.464157,37.10443,1551682301740856
-1.6208801,31.462223,37.316498,1551682311740856
-2.0253906,31.047909,36.67862,1551682321740856
-2.107666,31.343477,37.424103,1551682331740856
-2.0108643,31.551315,37.319397,1551682341740856
-1.4230957,31.569475,37.422455,1551682351740856
-1.5195923,31.769968,37.424774,1551682361740856
-1.2348328,31.375065,37.1015,1551682371740856
-1.3260193,31.47082,37.42102,1551682381740856
-1.5185547,31.258827,37.632263,1551682391740856
-1.5252075,31.466375,37.20996,1551682401740856
-1.6228333,31.46319,37.21045,1551682411740856
-1.8153381,31.251198,37.42169,1551682421740856
-2.105194,31.444353,37.531067,1551682431740856
-2.2058716,31.23845,37.423706,1551682441740856
-1.8120117,31.147423,37.632843,1551682451740856
-2.301239,31.642626,37.427856,1551682461740856
-1.713562,30.945957,37.73654,1551682471740856
-1.5171814,31.156017,37.737366,1551682481740856
-1.4234314,31.16114,37.52481,1551682491740856
-1.3232727,31.265202,37.631256,1551682501740856
-1.2270508,31.371199,37.525635,1551682511740856
-1.0375977,31.380472,37.206543,1551682521740856
-0.92803955,31.07137,37.945526,1551682531740856
-1.4267578,31.264915,37.31366,1551682541740856
-0.93273926,31.27795,37.629272,1551682551740856
-1.3263855,31.062485,37.523407,1551682561740856
-1.5110168,31.561453,37.953094,1551682571740856
-1.5238342,31.363567,37.315063,1551682581740856
-1.3227234,31.367046,37.63217,1551682591740856
-1.420044,31.772192,37.530304,1551682601740856
-1.2191772,32.08216,37.74411,1551682611740856
-1.1329651,31.78465,37.210693,1551682621740856
-1.0339355,31.685032,37.315308,1551682631740856
-1.1321106,32.29483,37.109253,1551682641740856
-0.83755493,31.895092,37.316162,1551682651740856
-0.8327637,32.403336,37.426758,1551682661740856
-0.8338928,32.199646,37.424927,1551682671740856
-0.63305664,32.509617,37.638733,1551682681740856
-0.4336548,32.207565,37.953094,1551682691740856
-0.45700073,32.219166,36.680695,1551682701740856
-0.43865967,32.005814,37.739197,1551682711740856
-0.34347534,32.622955,37.426086,1551682721740856
-0.3395996,32.62102,37.638153,1551682731740856
-0.53930664,32.514732,37.426178,1551682741740856
-0.53793335,32.411926,37.53128,1551682751740856
-0.44696045,32.622665,37.10849,1551682761740856
-0.1446228,32.219063,37.739532,1551682771740856
-0.53234863,32.715523,37.746094,1551682781740856
-0.15014648,32.630295,37.31906,1551682791740856
0.14859009,32.63696,37.63565,1551682801740856
0.647583,32.13692,38.37082,1551682811740856
0.8359375,32.657337,37.84424,1551682821740856
0.6448059,32.342537,38.160583,1551682831740856
1.0378418,32.45616,38.265533,1551682841740856
0.9476929,32.04077,38.79254,1551682851740856
0.9365845,32.148415,38.157257,1551682861740856
1.0428162,31.943087,38.68509,1551682871740856
0.36853027,31.814095,39.217834,1551682881740856
0.752655,31.727903,38.89682,1551682891740856
0.2619934,31.611092,38.79236,1551682901740856
-0.023132324,31.597664,39.218018,1551682911740856
0.26669312,31.404509,39.108643,1551682921740856
0.17098999,31.400352,39.21518,1551682931740856
0.17514038,31.091927,39.530518,1551682941740856
0.37374878,30.99453,39.740692,1551682951740856
-0.015655518,31.185463,39.744507,1551682961740856
0.27520752,30.481167,39.84265,1551682971740856
-0.03552246,30.071968,38.992218,1551682981740856
-0.20635986,29.54285,40.473114,1551682991740856
-0.5904236,30.343868,40.58847,1551683001740856
-0.78738403,30.031971,40.5867,1551683011740856
-0.688385,29.932346,40.691315,1551683021740856
-0.7774353,29.720642,41.220154,1551683031740856
-0.98321533,29.923752,40.586792,1551683041740856
-0.9824219,29.7191,40.69101,1551683051740856
-1.3799438,29.505566,40.373077,1551683061740856
-1.1774597,29.406235,40.795288,1551683071740856
-1.4753723,29.194923,40.582886,1551683081740856
-1.7721863,29.18729,40.372314,1551683091740856
-1.6590271,28.467918,41.42575,1551683101740856
-1.9524841,28.356514,41.42633,1551683111740856
-2.2437134,28.652477,41.430573,1551683121740856
-1.8462524,28.151184,41.954163,1551683131740856
-1.8529053,28.358738,41.53186,1551683141740856
-1.9483643,28.048092,41.7417,1551683151740856
-1.8345642,28.145382,42.590363,1551683161740856
-1.6432495,27.438866,42.582977,1551683171740856
-1.8379517,27.534332,42.58487,1551683181740856
-1.4472046,27.24059,42.686157,1551683191740856
-1.5440063,27.03275,42.790863,1551683201740856
-1.5434265,27.134594,42.79178,1551683211740856
-1.4424744,27.034004,43.00244,1551683221740856
-1.3554382,26.531853,42.573242,1551683231740856
-0.95184326,26.435993,43.31256,1551683241740856
-0.95880127,26.235207,42.992615,1551683251740856
-0.55270386,26.240227,43.838898,1551683261740856
-0.46652222,25.942722,43.30548,1551683271740856
-0.7547302,25.726578,43.62323,1551683281740856
-0.8470459,25.61864,43.940918,1551683291740856
-1.0470581,25.818855,43.62567,1551683301740856
-0.7541504,25.828419,43.624146,1551683311740856
-1.1488647,25.409267,43.51645,1551683321740856
-0.64678955,25.82677,44.15381,1551683331740856
-0.8529053,25.621544,43.622833,1551683341740856
-0.25906372,25.33031,44.147247,1551683351740856
-0.3580017,26.14476,43.836975,1551683361740856
0.32955933,25.858646,44.148834,1551683371740856
0.22860718,25.959232,43.93817,1551683381740856
0.52038574,25.76511,43.934845,1551683391740856
0.9075928,25.881634,43.72168,1551683401740856
0.72036743,25.564903,44.250122,1551683411740856
0.623291,25.663555,44.251526,1551683421740856
0.9092407,25.472336,43.930084,1551683431740856
0.41796875,25.253685,43.824738,1551683441740856
0.817688,25.159756,44.35199,1551683451740856
1.3058777,25.175694,44.349487,1551683461740856
1.888855,24.685612,44.34192,1551683471740856
2.0908203,25.19926,44.557556,1551683481740856
2.182312,24.797016,44.34131,1551683491740856
2.0871887,24.894703,44.44876,1551683501740856
1.9884338,24.687828,44.44745,1551683511740856
1.7937317,24.783295,44.44937,1551683521740856
1.3007812,24.259117,44.341248,1551683531740856
1.0176086,24.24472,44.872925,1551683541740856
0.5385742,24.122108,45.404663,1551683551740856
-0.25369263,23.489422,44.979034,1551683561740856
-0.2592163,23.900658,44.558563,1551683571740856
0.044830322,23.802578,45.192352,1551683581740856
0.23953247,23.707111,45.19043,1551683591740856
0.2434082,23.705177,45.402496,1551683601740856
0.24395752,23.807018,45.40341,1551683611740856
-0.04949951,23.695614,45.40399,1551683621740856
0.72543335,23.315681,45.184265,1551683631740856
0.9181824,23.22118,45.076324,1551683641740856
1.0225525,23.731647,45.29248,1551683651740856
0.73321533,23.311813,45.6084,1551683661740856
0.9131775,23.019428,44.862427,1551683671740856
1.3223572,23.227165,45.81656,1551683681740856
1.3128662,22.925507,45.38968,1551683691740856
1.6121826,23.034012,45.707214,1551683701740856
1.3181458,22.820766,45.70688,1551683711740856
1.7957764,23.046188,45.070007,1551683721740856
1.9938049,22.846947,45.279236,1551683731740856
1.8027344,23.246967,45.389923,1551683741740856
2.204956,23.253918,46.02414,1551683751740856
2.0979004,23.663898,45.39209,1551683761740856
2.1023254,23.048985,45.81073,1551683771740856
2.198883,23.563309,45.602753,1551683781740856
2.298706,23.25904,45.811554,1551683791740856
2.591919,23.676937,45.707703,1551683801740856
2.3963623,23.262226,45.811066,1551683811740856
