Rot_X (deg),Rot_Y (deg),Rot_Z (deg),Gyro_Time (ns),Gyro_X,Gyro_Y,Gyro_Z
-0.05433789052502977,0.4038535523137443,-0.09172653137914642,1022527810497315,0.102625154,0.08478034,0.041202728
0.17386167270631747,0.5439430325482703,-0.023625531029679903,1022527844908982,0.07574711,0.06523267,0.0192116
0.20579891312173282,0.7193824809504076,0.008075499556255505,1022527879328773,-0.0158826,0.10921493,0.02409852
0.21717368735042628,0.8823280390306568,0.09389962418995337,1022527911282575,0.052534252,0.0579023,0.048533108
0.3608483308100861,0.9852300492357684,0.162525623761746,1022527945697159,0.0378735,0.08355861,0.026541974
0.27579818280484186,1.2642880114761117,0.176162308494901,1022527977652471,-0.12583825,0.21672711,-0.021105472
0.047248143152325894,1.6101773187859976,0.06252596142836805,1022528012061534,-0.091629826,0.11654531,-0.078526765
-0.1641518992484983,1.8379603227926775,-0.09166222244438717,1022528044021690,-0.123394795,0.14220163,-0.07486157
-0.3482519830910419,2.148937152453792,-0.20214857281618884,1022528078434502,-0.04031719,0.14342335,-0.019883744
-0.3366147269412572,2.3520265766097053,-0.22023499946114983,1022528112848877,0.039095223,0.04812846,-0.0064447187
-0.36478991942646266,2.5010596530064815,-0.24133578634443742,1022528144800180,-0.09529502,0.14220163,-0.011331636
-0.5435525085731744,2.837061461450304,-0.2907471848822533,1022528179213305,-0.01343914,0.17030141,-0.034544498
-0.44126531466921304,3.044719484047394,-0.35481043562547937,1022528211165284,0.06841673,0.07622824,-0.038209684
-0.47915301484065026,3.3073963596146454,-0.35793437497318115,1022528245586482,-0.08185599,0.18740562,0.01798987
-0.5261406908515184,3.6727292462441485,-0.3526976829481342,1022528277542055,0.061086357,0.16419277,-0.005222991
-0.3657537824758434,4.238001565992792,-0.29843497519010953,1022528343911117,-0.0036653066,0.20206636,0.013102952
-0.33477904221729554,4.581440868671683,-0.269008942141437,1022528378325752,0.035430036,0.14342335,0.032650623
-0.2765043264100739,4.8561052368430335,-0.19277044962035236,1022528412731586,0.0012216112,0.17030141,0.048533108
-0.31211701219928906,5.21767563496643,-0.08874634261157929,1022528444689607,-0.012217411,0.18496215,0.046089645
-0.26390478443260906,5.484902498159757,-0.06614530539758307,1022528479108565,0.05742117,0.08111516,-0.024770662
-0.15969258956039992,5.606460592861701,-0.12924605336485417,1022528511063461,0.024434473,0.12631914,-0.034544498
-0.20738028202868064,6.020074840961375,-0.20438243170157963,1022528545478096,-0.062308315,0.28025705,-0.038209684
-0.340117891915341,6.632595004436794,-0.24700819872518848,1022528577433357,-0.05864313,0.34134352,-0.00400126
-0.3673306017640579,7.158996638369293,-0.21364466935188423,1022528611846117,0.040316954,0.19351426,0.03631581
-0.2890184012329435,7.574273380807319,-0.07090623764031316,1022528646260961,0.014660637,0.25093555,0.09129363
-0.27851862607358036,8.036906177929902,0.04711785674739109,1022528678215440,0.0073302602,0.23505306,0.047311377
-0.23730639208230941,8.596820291632714,0.19589378631958596,1022528712630023,0.035430036,0.31813067,0.08640672
-0.18183165543054866,9.240140431638967,0.31356788048566886,1022528744582523,0.006108529,0.33767834,0.039981
-0.13160737875046882,10.644714136542392,0.5512564919760056,1022528845367680,-0.0036653066,0.21550539,0.021655058
-0.11104511229902876,11.030172013175852,0.6269306250079713,1022528877323357,0.029321387,0.18496215,0.06563732
-0.00044566852391966425,11.963975411954442,0.9192324872021983,1022528946153148,0.05131252,0.21428367,0.06319386
0.02405409282548727,12.344970790327986,1.059044059987774,1022528978107159,-0.01466087,0.23138788,0.07663289
0.055291334729198366,12.903309902496355,1.1558450375436975,1022529012517055,0.040316954,0.2827005,0.027763706
0.13255355149770415,13.336542731852758,1.2253066765075036,1022529044472002,0.04886906,0.19595772,0.046089645
0.19406576883567886,13.785069446285288,1.324907649677101,1022529078890284,-0.010995681,0.2827005,0.046089645
0.13701560315133987,14.334502168022029,1.416069266786419,1022529110845127,-0.023212973,0.28880915,0.059528667
0.10324039809610966,14.835353846294847,1.5567952012164679,1022529145260075,-0.03298681,0.25093555,0.07174596
0.0008652712850336083,15.37481157765078,1.6700067981969335,1022529177215440,-0.06475178,0.33279142,0.046089645
-0.0765726285098408,16.473902323169458,1.8317587763279444,1022529246042836,-0.03420854,0.21672711,0.028985437
-0.38982281891103643,17.489624228777995,1.8308090311677658,1022529312412471,-0.036652,0.28392226,-0.005222991
-0.40898552012664574,17.946569535996503,1.8159207392263983,1022529344368096,0.0012216112,0.20328811,-0.0064447187
-0.4354982311242726,18.323871308282474,1.8323092829380314,1022529378781169,-0.041538917,0.20695329,0.03631581
-0.5522233492601266,18.773029126415775,1.8846209344620488,1022529410729294,-0.07086042,0.26926148,0.015546411
-0.6927484702192505,19.234418330103182,1.9270844561960214,1022529445138669,-0.046425834,0.14953199,0.046089645
-0.6999236798885379,19.469638826053096,2.0824710176801124,1022529477106273,0.021991014,0.13487124,0.10595438
-0.6898614212030019,19.810803131051482,2.276921904518342,1022529511521065,-0.023212973,0.20328811,0.079076335
-0.7376366129782619,20.2574923483491,2.331197915315019,1022529545933982,0.0036650738,0.20573157,-0.021105472
-0.7056993548154787,20.544162793153877,2.308347130606673,1022529577890544,0.0048868014,0.122653954,0.013102952
-0.7481370502333289,20.76912720032882,2.390098118471548,1022529612297211,-0.023212973,0.10310628,0.049754836
-0.7326497800554451,20.9763477205182,2.462447253301387,1022529644255284,0.03176485,0.13242778,0.020433329
-0.6991375398101357,21.26002456368934,2.4748983002085354,1022529678674138,-0.0061087636,0.1580841,0.0057725757
-0.7072752666222947,21.51552643804367,2.503099334286351,1022529713087055,0.0073302602,0.0664544,0.027763706
-0.6659755170233953,21.58187207884049,2.5748359703577015,1022529745039346,0.04886906,0.027359061,0.033872355
-0.5667508135457487,21.674380199695342,2.6430726090829815,1022529776999711,0.05131252,0.06278921,0.044867918
-0.4440761514409647,21.846057151283485,2.7243860975481717,1022529811409450,0.07086019,0.086002074,0.0192116
-0.3317264810845333,21.96217165282721,2.7398121420934833,1022529845823096,0.014660637,0.061567485,0.0021073893
-0.3433641877389027,22.0895922446702,2.7663113160227883,1022529877782315,-0.0061087636,0.059124023,0.038759273
-0.3269144344253868,22.202469247476337,2.8725622835912863,1022529912197211,0.018325828,0.055458836,0.046089645
-0.2686396972181916,22.279752378636758,2.9123614465833843,1022529944148357,0.035430036,0.034689434,0.01676814
-0.258927438696981,22.41249186445886,2.937324983002925,1022529978566065,-0.01466087,0.09333245,0.00088565797
-0.2619026534009668,22.568699931755315,2.9551616633044655,1022530010514815,0.009773719,0.09455418,0.021655058
-0.19802794043628535,22.73521438736185,3.031400156899845,1022530044932575,0.039095223,0.05057192,0.03753754
-0.18394068572666233,22.85456638542295,3.0765761765018227,1022530079350805,-0.025656436,0.09333245,0.022876788
-0.19706589039725605,23.00893695307781,3.171150289415697,1022530111306534,0.042760417,0.054237105,0.07174596
-0.07745372409026616,23.047176517614837,3.265676265495273,1022530145719815,0.009773719,0.015141765,0.020433329
-0.21325383213817162,23.215109575827256,3.2791379503410707,1022530177676482,-0.097738475,0.14831027,0.006994307
-0.2598040245773138,23.51488641665952,3.3209889734168225,1022530212089607,0.039095223,0.105549745,0.053420026
-0.19461679436273102,23.641169508731206,3.452138062758243,1022530244045544,0.015882365,0.06523267,0.07052423
-0.18175453816559894,23.845221433371243,3.5141140689223516,1022530278460388,0.0024433425,0.122653954,-0.0076664463
-0.19627974257179445,24.035641969708575,3.530988251470628,1022530310415544,0.0073302602,0.078671694,0.041202728
-0.0028176421462312905,24.111069004485586,3.705839153328424,1022530344829867,0.17470719,-0.0129580125,0.09984574
0.24970690952296393,24.25185848541403,3.819615113164137,1022530379243721,0.025656201,0.17030141,0.028985437
0.2063942306180408,24.627603865834736,3.862214274706318,1022530411195909,0.0048868014,0.20450982,0.028985437
0.3971438304683742,24.974718160634836,3.9240152791596317,1022530445614815,0.13439012,0.16297102,0.041202728
0.529618499637989,25.3257010571571,4.03626438245985,1022530477569815,-0.004887034,0.20573157,0.06808078
0.48621830310576136,25.76504028734751,4.167452831423486,1022530511984555,0.012217178,0.21550539,0.0693025
0.594542995300065,26.08084821620688,4.316889395442552,1022530543940440,0.05619944,0.15564066,0.08274153
0.5820302719557188,26.50889994077193,4.445015343308535,1022530578353930,-0.057421397,0.26437455,0.053420026
0.4999551259488464,26.980807742156035,4.548076953270931,1022530610306586,-0.0085522225,0.22161403,0.059528667
0.48840490307707296,27.40597198217097,4.6460154268739355,1022530644719502,-0.02809989,0.20695329,0.026541974
0.3862922579006091,27.870773682379138,4.690316446888726,1022530679134450,-0.048869293,0.2570442,0.033872355
