Rot_X (deg),Rot_Y (deg),Rot_Z (deg),Gyro_Time (ns),Gyro_X,Gyro_Y,Gyro_Z
-0.1760504913751359,0.507492758350834,0.3784453972267726,1015312314808916,0.014660637,0.09699764,0.0106594935
0.03779909227706812,0.5055698577312717,0.37007146219228,1015312349457718,0.12705974,-0.021510117,-0.013775095
0.093186328748089,0.5644780060119,0.3403956830000062,1015312381413707,-0.057421397,0.07500651,-0.018662013
0.007961167043577988,0.6988799905411561,0.3223967562421442,1015312415826572,0.028099664,0.049350187,0.049754836
0.21647302939514212,0.5860278823214976,0.6688217073991335,1015312482196468,-0.08307772,-0.059383728,-0.028435849
0.09335996648482192,0.5325214219540394,0.4009838766054061,1015312580521312,-0.02809989,0.059124023,-0.034544498
-0.7915272569346237,1.0194627021760254,0.31108606847223347,1015312649349020,-0.11239923,0.0579023,0.03631581
-0.6188026215797013,0.825583564406839,0.39988519051347887,1015312681298812,0.23212847,-0.23042586,0.014324682
-0.25664066100536864,0.3904485223325729,0.3105738212707507,1015312715718030,0.07452538,-0.12780058,-0.08952233
-0.2713408641450817,0.3170567824338502,0.17327312902246741,1015312747669593,-0.054977942,-0.016623199,-0.050426982
0.0521452314181836,-0.6968446732129548,0.026849817642689816,1015312914826155,0.0048868014,-0.17666975,0.032650623
-0.3843923427698387,-1.1581214776210977,-0.19101225326198978,1015312981195582,-0.10140366,-0.11924847,-0.044318333
-0.3136926402013969,-1.5048815879604196,-0.12667375047136284,1015313015608551,0.12583801,-0.27074292,0.06685905
-0.129418013002835,-2.0596979285697996,-0.06526210553673235,1015313047560114,0.035430036,-0.27440813,-0.012553364
-0.10413076632961339,-2.4436455192517763,-0.11668600357628206,1015313081978759,-0.004887034,-0.12657884,-0.0223272
0.09309360716992524,-3.2396095807104306,-0.17993569693577813,1015313148348812,0.024434473,-0.22187376,-0.02965758
-0.007356544229015275,-3.585757188996756,-0.25498457573634137,1015313182761989,-0.097738475,-0.13024405,-0.051648706
-0.1387816524788742,-3.868186258575888,-0.29533534601050443,1015313214717145,-0.01466087,-0.22309548,0.026541974
-0.13484460398664946,-4.920962603154091,-0.17956018930347845,1015313281086728,-0.042760644,-0.23164758,-0.0076664463
-0.18515729283871563,-5.29659769349642,-0.1723591369529614,1015313315501468,0.009773719,-0.20965645,0.026541974
-0.137907547465017,-5.867864029123756,-0.10735999746660359,1015313347453343,0.046425603,-0.36970302,0.03631581
